order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDJ05148,2018-12-01,18:59:09,Dinner,TP,"[('Fish&Chips', 10), ('Pasta', 3), ('Salmon', 6)]",678.5,-37.8177749,144.9882944,0,9.572,15.1345452
ORDX03398,2018-04-28,11:53:14,Breakfast,,"[('Eggs', 9), ('Coffee', 8)]",258.0,-37.8156905,144.9846381,0,6.029,13.376741
ORDC00381,2018-12-07,19:19:26,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 8), ('Pasta', 3)]",470.5,-37.8055026,144.9521252,0,8.247,14.1933037
ORDB00431,2018-07-01,13:54:55,Lunch,TP,"[('Steak', 5), ('Fries', 8), ('Burger', 6)]",507.0,-37.801931,144.9377721,0,11.437,15.7425355
ORDC00652,2018-05-25,12:43:56,Lunch,NS,"[('Burger', 5), ('Steak', 9), ('Fries', 6), ('Chicken', 3)]",728.0,-37.8026956,144.9635946,0,6.931,12.3837403
ORDK07651,2018-05-19,12:33:48,Lunch,,"[('Burger', 10), ('Steak', 2), ('Salad', 4), ('Chicken', 2)]",532.8,-37.8029301,144.9581447,0,,16.2376948
ORDX10315,2018-09-27,16:57:27,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 6), ('Pasta', 3), ('Shrimp', 4)]",918.5,-37.8006735,145.0184852,0,5.558,12.3564494
ORDZ07062,2018-07-10,14:15:12,Lunch,NS,"[('Salad', 9), ('Fries', 8)]",250.8,-37.8245566,144.984639,0,9.481,14.4223452
ORDX02968,2018-10-02,17:07:36,Dinner,,"[('Fish&Chips', 1), ('Shrimp', 7), ('Salmon', 5)]",618.0,-37.8244413,144.9526875,0,9.12,16.0370415
ORDK02866,2018-06-18,13:34:38,Lunch,BK,"[('Salad', 4), ('Steak', 3), ('Fries', 4)]",251.8,-37.8216741,145.0007409,0,5.089,10.8154048
ORDJ00566,2018-12-09,19:19:26,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 2)]",222.0,-37.8199018,144.9906932,0,9.797,15.607731
ORDK03372,2018-11-08,18:18:35,Dinner,BK,"[('Pasta', 5), ('Shrimp', 1)]",191.5,-37.8171151,144.9700939,0,7.837,14.3519842
ORDA09055,2018-07-15,14:25:21,Lunch,BK,"[('Steak', 4), ('Salad', 1), ('Fries', 5), ('Burger', 6), ('Chicken', 2)]",507.2,-37.8173683,144.9887044,0,5.869,14.2054318
ORDI02445,2018-05-20,12:33:48,Lunch,NS,"[('Fries', 2), ('Salad', 9), ('Burger', 1), ('Chicken', 8)]",465.8,-37.8097067,144.9930454,0,8.806,16.5025445
ORDI10012,2018-02-02,09:00:50,Breakfast,NS,"[('Cereal', 9), ('Pancake', 3), ('Coffee', 8)]",321.75,-37.8159503,144.9394896,0,9.842,15.2300299
ORDY00064,2018-01-16,08:20:16,Breakfast,TP,"[('Cereal', 3), ('Coffee', 1), ('Eggs', 9)]",268.5,-37.8136923,144.9387978,1,10.307,6.226768
ORDK00150,2018-02-22,09:41:24,Breakfast,BK,"[('Coffee', 2), ('Pancake', 9), ('Eggs', 9), ('Cereal', 8)]",599.25,-37.8161984,145.0073992,0,3.937,8.6438943
ORDZ08561,2018-11-09,18:18:35,Dinner,NS,"[('Shrimp', 9), ('Salmon', 7)]",773.0,-37.8169015,144.9706053,0,8.357,14.2257923
ORDI04979,2018-03-05,10:01:41,Breakfast,,"[('Eggs', 1), ('Coffee', 9), ('Cereal', 3), ('Pancake', 6)]",298.0,-37.8120585,144.9706525,0,7.413,12.1726904
ORDB10915,2018-08-13,15:26:11,Lunch,TP,"[('Salad', 6), ('Chicken', 8)]",359.2,-37.8052207,144.9419912,0,10.318,13.0847976
ORDK09995,2018-10-07,17:17:44,Dinner,BK,"[('Shrimp', 10), ('Salmon', 5), ('Fish&Chips', 8), ('Pasta', 2)]",1080.0,-37.8199029,144.9613309,0,8.067,17.5097058
ORDJ08848,2018-04-21,11:32:57,Breakfast,TP,"[('Coffee', 5), ('Cereal', 3)]",100.5,-37.8188049,144.9533708,0,8.509,12.4875857
ORDC09742,2018-08-03,15:05:54,Lunch,NS,"[('Fries', 8), ('Chicken', 7), ('Steak', 7), ('Burger', 3)]",728.0,-37.8121744,144.9739415,0,7.623,13.5782097
ORDX05963,2018-10-31,17:58:18,Dinner,BK,"[('Shrimp', 9), ('Fish&Chips', 3), ('Pasta', 3)]",673.5,-37.821085,144.9610726,0,8.241,14.9954402
ORDB05642,2018-08-28,15:56:37,Lunch,TP,"[('Salad', 1), ('Steak', 9), ('Fries', 9), ('Burger', 3)]",623.2,-37.8102862,144.9613285,0,8.497,11.9739102
ORDC01641,2018-08-16,15:26:11,Lunch,NS,"[('Fries', 9), ('Chicken', 4)]",236.0,-37.8114217,145.0098267,0,10.306,15.6716675
ORDY05937,2018-10-13,17:27:53,Dinner,TP,"[('Salmon', 3), ('Shrimp', 3)]",285.0,-37.8207192,144.9566676,0,8.026,13.9792764
ORDC04144,2018-03-31,10:52:23,Breakfast,,"[('Coffee', 2), ('Pancake', 1), ('Cereal', 10), ('Eggs', 10)]",469.25,-37.8171949,144.9645119,0,,15.6378737
ORDZ00606,2018-07-05,14:05:04,Lunch,NS,"[('Burger', 3), ('Steak', 7), ('Fries', 7)]",492.0,-37.812075,144.9885087,0,8.671,13.5551874
ORDB04690,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 10), ('Coffee', 8), ('Cereal', 10)]",490.0,-37.8148596,144.9235134,1,12.373,7.7388823
ORDZ01952,2018-05-19,12:33:48,Lunch,NS,"[('Fries', 7), ('Salad', 10), ('Chicken', 3)]",352.0,-37.8245608,144.9564993,0,10.679,17.9285161
ORDX02165,2018-05-03,12:03:22,Lunch,BK,"[('Fries', 10), ('Salad', 8), ('Burger', 1), ('Chicken', 8), ('Steak', 1)]",589.6,-37.8011989,144.9894195,0,5.939,11.6604807
ORDX00681,2018-11-22,18:49:00,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 4), ('Pasta', 3), ('Shrimp', 9)]",1118.5,-37.8252149,144.9562598,0,9.762,16.3272536
ORDJ02739,2018-12-27,20:00:00,Dinner,TP,"[('Pasta', 5), ('Salmon', 7), ('Fish&Chips', 2)]",494.5,-37.817994,144.9317665,0,10.73,14.6084147
ORDB05234,2018-12-21,19:49:51,Dinner,TP,"[('Salmon', 1), ('Shrimp', 7)]",419.0,-37.8244324,144.988745,0,9.215,13.3778925
ORDX07380,2018-05-08,12:13:31,Lunch,BK,"[('Burger', 8), ('Fries', 5), ('Chicken', 1), ('Steak', 10), ('Salad', 5)]",876.0,-37.7994758,144.9368155,0,10.002,15.5038812
ORDY04036,2018-02-12,09:21:07,Breakfast,TP,"[('Coffee', 1), ('Pancake', 8), ('Eggs', 1)]",223.5,-37.8159106,144.973171,0,8.272,11.1905035
ORDB09307,2018-08-31,15:56:37,Lunch,TP,"[('Salad', 2), ('Burger', 7), ('Chicken', 7), ('Steak', 3)]",610.4,-37.805393,144.9576625,0,9.202,12.5887387
ORDX04839,2018-02-26,09:51:32,Breakfast,BK,"[('Pancake', 8), ('Coffee', 6), ('Cereal', 5), ('Eggs', 7)]",498.0,-37.8042882,144.9555029,0,8.239,13.0986158
ORDX10997,2018-08-12,15:26:11,Lunch,,"[('Burger', 4), ('Steak', 10), ('Chicken', 1), ('Salad', 6)]",709.2,-37.7995837,144.9633874,0,,16.3375512
ORDA01691,2018-05-20,12:33:48,Lunch,BK,"[('Salad', 1), ('Steak', 6)]",287.2,-37.8019125,144.9570916,0,8.208,15.9727655
ORDY03825,2018-02-23,09:41:24,Breakfast,TP,"[('Cereal', 4), ('Pancake', 7), ('Coffee', 4), ('Eggs', 7)]",437.75,-37.8194924,144.9436232,0,9.446,11.4647162
ORDZ05921,2018-04-12,11:22:49,Breakfast,NS,"[('Coffee', 9), ('Cereal', 4), ('Eggs', 7)]",305.5,-37.8007405,144.9439472,0,8.617,13.9239118
ORDY06728,2018-05-14,12:23:39,Lunch,TP,"[('Fries', 10), ('Steak', 4), ('Salad', 1), ('Burger', 1), ('Chicken', 8)]",604.2,-37.8058297,144.9560816,0,9.28,12.4266186
ORDB07089,2018-11-03,18:08:27,Dinner,TP,"[('Shrimp', 10), ('Pasta', 9)]",787.5,-37.8119644,144.9515531,0,9.127,14.4374395
ORDX10671,2018-04-26,11:43:05,Breakfast,BK,"[('Pancake', 8), ('Eggs', 2), ('Coffee', 1), ('Cereal', 7)]",392.5,-37.8175952,144.9667285,0,7.485,12.3373173
ORDJ10778,2018-09-23,16:47:19,Dinner,,"[('Fish&Chips', 7), ('Pasta', 6), ('Salmon', 6), ('Shrimp', 7)]",1034.0,-37.7989908,144.9542247,0,9.937,14.7358261
ORDC09595,2018-11-06,18:08:27,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 2), ('Salmon', 2), ('Pasta', 7)]",452.5,-37.8151864,144.9637397,0,8.142,14.0002599
ORDA02701,2018-12-08,19:19:26,Dinner,BK,"[('Shrimp', 4), ('Pasta', 9), ('Salmon', 2), ('Fish&Chips', 1)]",580.5,-37.8129573,144.9475153,0,9.743,19.4304096
ORDA04848,2018-08-29,15:56:37,Lunch,BK,"[('Chicken', 9), ('Fries', 10)]",408.0,-37.8130158,144.9515381,0,8.547,14.3021936
ORDA05356,2018-02-11,09:21:07,Breakfast,BK,"[('Pancake', 5), ('Eggs', 9)]",319.25,-37.8159325,144.9721877,0,6.967,14.9134986
ORDC04889,2018-05-15,12:23:39,Lunch,,"[('Steak', 6), ('Fries', 8), ('Burger', 4), ('Salad', 8)]",627.6,-37.8240069,144.9534791,0,9.849,15.3972929
ORDK05569,2018-08-16,15:26:11,Lunch,BK,"[('Fries', 7), ('Steak', 7), ('Chicken', 9), ('Salad', 6)]",790.2,-37.8104784,144.9755071,0,6.498,12.381219
ORDA02839,2018-04-27,11:53:14,Breakfast,BK,"[('Coffee', 7), ('Pancake', 5), ('Cereal', 6), ('Eggs', 3)]",365.75,-37.8110937,144.9661285,0,7.284,12.5578653
ORDB03339,2018-09-08,16:16:54,Dinner,,"[('Fish&Chips', 6), ('Salmon', 4), ('Pasta', 7), ('Shrimp', 9)]",1052.5,-37.8027457,144.9942956,0,,16.6103642
ORDJ00909,2018-09-29,16:57:27,Dinner,TP,"[('Pasta', 6), ('Salmon', 7)]",452.0,-37.810583,144.9642195,0,8.531,13.9387261
ORDA04562,2018-03-30,10:52:23,Breakfast,BK,"[('Pancake', 2), ('Cereal', 4)]",132.5,-37.8162295,144.9641044,0,7.754,12.9999755
ORDK09585,2018-02-02,09:00:50,Breakfast,BK,"[('Eggs', 10), ('Pancake', 8)]",414.0,-37.8242522,144.9865647,0,6.518,11.1501596
ORDX03760,2018-10-20,17:38:01,Dinner,,"[('Salmon', 3), ('Pasta', 5), ('Shrimp', 6), ('Fish&Chips', 6)]",794.5,-37.8078257,144.9919877,0,5.102,14.0485438
ORDA01064,2018-10-27,17:58:18,Dinner,BK,"[('Shrimp', 2), ('Pasta', 3), ('Salmon', 4)]",354.5,-37.8151625,144.9545623,0,8.526,17.933077
ORDB05756,2018-09-29,16:57:27,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 10)]",585.0,-37.8030195,144.9497312,0,9.949,15.8935007
ORDC00903,2018-09-26,16:57:27,Dinner,NS,"[('Shrimp', 9), ('Pasta', 1), ('Fish&Chips', 1)]",548.5,-37.8120228,144.9262547,0,10.335,15.9599928
ORDC00076,2018-02-22,09:41:24,Breakfast,NS,"[('Eggs', 10), ('Pancake', 3)]",292.75,-37.8148076,144.9376422,0,9.846,14.8121423
ORDC08142,2018-06-26,13:44:47,Lunch,NS,"[('Steak', 4), ('Fries', 10), ('Salad', 4)]",368.8,-37.8250845,144.9846742,0,9.542,14.9305782
ORDJ10765,2018-10-18,17:38:01,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 7)]",728.0,-37.8019975,144.9502965,0,10.101,13.9957612
ORDA08496,2018-07-21,14:35:29,Lunch,BK,"[('Steak', 6), ('Chicken', 8)]",526.0,-37.8084564,144.9382217,0,10.151,18.3944171
ORDC10413,2018-11-18,18:38:52,Dinner,NS,"[('Shrimp', 7), ('Salmon', 4)]",542.0,-37.8000976,144.9699674,0,6.155,14.132595
ORDZ01920,2018-06-22,13:44:47,Lunch,NS,"[('Salad', 4), ('Chicken', 4), ('Burger', 6), ('Steak', 5)]",607.8,-37.8107736,145.0155213,0,11.12,16.4623899
ORDA01813,2018-10-26,17:48:10,Dinner,BK,"[('Pasta', 4), ('Shrimp', 10), ('Salmon', 5)]",855.0,-37.8203466,144.9657142,0,8.014,14.7819103
ORDK02132,2018-12-26,19:49:51,Dinner,BK,"[('Salmon', 6), ('Pasta', 3), ('Fish&Chips', 4)]",468.5,-37.8051431,144.9573951,0,8.01,15.0105718
ORDC02753,2018-10-15,17:27:53,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 3)]",380.0,-37.8094696,144.9755764,0,7.45,12.9872444
ORDK05106,2018-10-13,17:27:53,Dinner,BK,"[('Pasta', 2), ('Salmon', 2), ('Fish&Chips', 5), ('Shrimp', 4)]",528.0,-37.8206116,144.9573475,0,8.49,18.4357791
ORDJ01031,2018-11-13,18:28:43,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 7), ('Shrimp', 1)]",691.0,-37.8019642,144.9621276,0,9.523,13.4238806
ORDI05747,2018-11-12,18:28:43,Dinner,NS,"[('Shrimp', 8), ('Pasta', 6)]",597.0,-37.816547,144.9703239,0,8.072,14.3748591
ORDZ08189,2018-12-14,19:29:34,Dinner,NS,"[('Salmon', 5), ('Fish&Chips', 1), ('Pasta', 5)]",377.5,-37.810876,144.9390697,0,9.721,15.6909928
ORDY02136,2018-04-23,11:43:05,Breakfast,TP,"[('Eggs', 2), ('Pancake', 7), ('Cereal', 6), ('Coffee', 10)]",414.75,-37.8187721,144.9535272,0,8.493,11.3743894
ORDA05290,2018-03-24,10:42:15,Breakfast,BK,"[('Eggs', 6), ('Pancake', 3), ('Cereal', 8), ('Coffee', 10)]",447.75,-37.818102,144.9317802,0,10.565,18.3317323
ORDJ03684,2018-03-20,10:32:06,Breakfast,TP,"[('Eggs', 7), ('Coffee', 2)]",169.0,-37.8109253,144.9590079,0,8.675,11.6604461
ORDK04994,2018-12-01,18:59:09,Dinner,,"[('Pasta', 1), ('Salmon', 1), ('Fish&Chips', 3)]",173.5,-37.8153099,144.9662898,0,,17.0303529
ORDJ09510,2018-06-21,13:34:38,Lunch,TP,"[('Burger', 7), ('Steak', 8), ('Chicken', 9), ('Salad', 5)]",951.0,-37.82144,144.9538043,0,8.302,12.0809416
ORDX02247,2018-05-10,12:13:31,Lunch,,"[('Fries', 10), ('Chicken', 8), ('Steak', 5), ('Salad', 3)]",652.6,-37.798441,144.9945891,0,5.897,11.622299
ORDY05703,2018-04-01,10:52:23,Breakfast,TP,"[('Pancake', 8), ('Eggs', 7)]",348.0,-37.8176406,144.9702186,0,7.874,12.1527647
ORDZ08670,2018-04-30,11:53:14,Breakfast,NS,"[('Pancake', 10), ('Cereal', 7)]",389.5,-37.8174432,144.9526385,0,9.052,14.2059797
ORDI09185,2018-09-15,16:27:02,Dinner,NS,"[('Pasta', 5), ('Salmon', 2), ('Shrimp', 5), ('Fish&Chips', 3)]",594.5,-37.8149198,144.9353227,0,10.107,18.1623209
ORDB05680,2018-07-09,14:15:12,Lunch,TP,"[('Salad', 9), ('Chicken', 9), ('Steak', 7), ('Fries', 8), ('Burger', 8)]",1101.8,-37.8252959,144.9825227,0,8.838,11.6201038
ORDY05010,2018-07-19,14:35:29,Lunch,TP,"[('Chicken', 9), ('Steak', 9)]",693.0,-37.8107842,145.0163236,0,12.901,15.2644833
ORDI09470,2018-08-29,15:56:37,Lunch,NS,"[('Burger', 3), ('Chicken', 2), ('Salad', 6), ('Fries', 1), ('Steak', 2)]",362.2,-37.8174518,144.9456628,0,9.45,15.0538639
ORDY02580,2018-09-06,16:16:54,Dinner,,"[('Shrimp', 8), ('Fish&Chips', 5), ('Pasta', 10), ('Salmon', 4)]",1046.0,-37.8193607,144.9765948,0,,12.9428172
ORDY01954,2018-02-17,09:31:16,Breakfast,TP,"[('Coffee', 10), ('Pancake', 1), ('Cereal', 1)]",120.25,-37.8249062,144.9911605,0,9.43,13.3718044
ORDY07692,2018-08-05,15:05:54,Lunch,,"[('Salad', 6), ('Fries', 5), ('Chicken', 9), ('Burger', 10), ('Steak', 10)]",1211.2,-37.8150007,144.952358,0,,13.1722332
ORDA02641,2018-08-13,15:26:11,Lunch,,"[('Burger', 6), ('Salad', 6), ('Fries', 2)]",313.2,-37.8130425,144.9363041,0,10.5,16.6599904
ORDI07560,2018-06-18,13:34:38,Lunch,NS,"[('Chicken', 2), ('Fries', 7)]",148.0,-37.8131308,144.9739422,0,7.652,13.2001809
ORDB09182,2018-06-26,13:44:47,Lunch,TP,"[('Salad', 8), ('Burger', 6), ('Chicken', 10)]",643.6,-37.82545,144.9846594,0,8.978,12.3210268
ORDC00148,2018-04-10,11:12:40,Breakfast,NS,"[('Eggs', 6), ('Cereal', 6)]",258.0,-37.8207052,144.9668824,0,8.817,13.1997476
ORDX10512,2018-10-16,17:27:53,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 8), ('Salmon', 4)]",454.0,-37.8185054,144.9908864,0,5.664,12.4268533
ORDZ02506,2018-08-11,15:16:03,Lunch,NS,"[('Burger', 4), ('Fries', 8), ('Chicken', 8), ('Steak', 8)]",836.0,-37.8058242,144.9366869,0,9.741,17.7824549
ORDY04624,2018-11-26,18:49:00,Dinner,,"[('Fish&Chips', 3), ('Shrimp', 7), ('Pasta', 1)]",510.5,-37.8005666,145.004459,0,,15.7503344
ORDZ05250,2018-02-20,09:31:16,Breakfast,NS,"[('Coffee', 7), ('Cereal', 2)]",94.5,-37.8048774,144.9358409,0,9.786,15.0583309
ORDB01887,2018-04-21,11:32:57,Breakfast,TP,"[('Eggs', 8), ('Coffee', 4)]",206.0,-37.8187562,144.9535621,0,8.49,12.9199682
ORDC09849,2018-11-20,18:38:52,Dinner,NS,"[('Salmon', 2), ('Shrimp', 3), ('Fish&Chips', 1), ('Pasta', 2)]",334.0,-37.8180578,144.9520378,0,9.321,15.2762414
ORDJ07603,2018-12-16,19:29:34,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 8), ('Salmon', 6)]",748.0,-37.8184922,144.948613,0,9.01,14.7192124
ORDC06494,2018-11-14,18:28:43,Dinner,NS,"[('Shrimp', 2), ('Salmon', 3), ('Pasta', 6), ('Fish&Chips', 2)]",466.0,-37.8168465,144.9700114,0,8.109,13.9408723
ORDX01412,2018-12-01,19:09:17,Dinner,BK,"[('Shrimp', 4), ('Salmon', 1), ('Fish&Chips', 6), ('Pasta', 7)]",659.5,-37.8214948,144.9579391,0,8.466,17.2759876
ORDC05293,2018-03-14,10:21:58,Breakfast,,"[('Pancake', 9), ('Cereal', 6), ('Coffee', 5), ('Eggs', 10)]",601.75,-37.8226366,145.0140745,0,,16.4516556
ORDA08254,2018-12-12,19:29:34,Dinner,,"[('Fish&Chips', 1), ('Pasta', 3), ('Salmon', 10), ('Shrimp', 5)]",797.5,-37.8139832,144.9645678,0,7.616,14.8201168
ORDX05179,2018-06-09,13:14:21,Lunch,,"[('Fries', 3), ('Salad', 6), ('Steak', 7), ('Chicken', 4)]",582.2,-37.8183988,144.9787977,0,,15.3716884
ORDB07832,2018-09-25,16:47:19,Dinner,,"[('Salmon', 4), ('Shrimp', 1)]",218.0,-37.8157926,144.9733955,0,8.294,12.0741073
ORDA01309,2018-04-06,11:02:32,Breakfast,,"[('Pancake', 9), ('Coffee', 5), ('Eggs', 8)]",431.75,-37.8148461,144.9506248,0,10.086,14.8462286
ORDI01347,2018-05-03,12:03:22,Lunch,,"[('Steak', 4), ('Burger', 8), ('Chicken', 10), ('Salad', 6), ('Fries', 3)]",887.2,-37.8065618,144.9379647,0,,15.3633153
ORDY07713,2018-09-14,16:27:02,Dinner,TP,"[('Shrimp', 9), ('Pasta', 2)]",541.0,-37.8002666,144.9543413,0,9.891,14.0879324
ORDJ10353,2018-11-23,18:49:00,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 5), ('Shrimp', 7), ('Salmon', 3)]",883.5,-37.8205129,144.9486694,0,8.884,13.3636808
ORDX07780,2018-03-30,10:52:23,Breakfast,BK,"[('Eggs', 2), ('Cereal', 7), ('Coffee', 1)]",198.5,-37.8103024,144.9612727,0,7.627,11.9435017
ORDI06611,2018-10-19,17:38:01,Dinner,,"[('Shrimp', 6), ('Pasta', 6)]",489.0,-37.8243336,144.9691356,0,,15.082559
ORDY05386,2018-09-30,16:57:27,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 10)]",620.0,-37.8132615,144.9753714,0,8.703,14.5830397
ORDJ03671,2018-12-09,19:19:26,Dinner,TP,"[('Fish&Chips', 9), ('Pasta', 5), ('Shrimp', 1), ('Salmon', 6)]",752.5,-37.8239999,144.9537655,0,8.174,14.2716428
ORDB00019,2018-01-06,08:10:08,Breakfast,,"[('Pancake', 9), ('Coffee', 7), ('Cereal', 5), ('Eggs', 1)]",397.75,-37.8106542,145.0015254,1,11.173,7.3937819
ORDZ00129,2018-10-07,17:17:44,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 3), ('Pasta', 1), ('Shrimp', 9)]",776.5,-37.8225724,144.9609827,0,9.215,17.6134155
ORDJ07176,2018-03-06,10:01:41,Breakfast,TP,"[('Cereal', 9), ('Coffee', 3), ('Pancake', 6), ('Eggs', 10)]",577.0,-37.8132459,144.9514796,0,9.062,11.7145706
ORDY03057,2018-12-26,20:00:00,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 3), ('Salmon', 1), ('Pasta', 7)]",745.5,-37.8156306,144.9582346,0,8.18,12.1781799
ORDK04383,2018-06-07,13:14:21,Lunch,,"[('Fries', 8), ('Burger', 5), ('Chicken', 9), ('Salad', 5)]",625.0,-37.8253478,144.9585279,0,,15.040993
ORDX08785,2018-10-31,17:58:18,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 1), ('Pasta', 8), ('Salmon', 2)]",499.0,-37.8163763,144.9963062,0,4.938,11.583829
ORDA03723,2018-10-30,17:58:18,Dinner,BK,"[('Pasta', 1), ('Salmon', 8)]",355.5,-37.80608,144.9401291,0,10.116,16.7591777
ORDK08610,2018-04-27,11:53:14,Breakfast,BK,"[('Coffee', 3), ('Pancake', 2)]",71.0,-37.8101638,144.9668186,0,7.236,12.3911767
ORDJ07356,2018-04-14,11:22:49,Breakfast,TP,"[('Coffee', 6), ('Eggs', 1), ('Cereal', 5)]",172.0,-37.8045173,144.9532949,0,9.564,13.4482353
ORDK08178,2018-09-15,16:27:02,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 7), ('Shrimp', 8), ('Pasta', 4)]",992.0,-37.8242676,144.9914758,0,6.678,16.0590686
ORDX09506,2018-10-19,17:38:01,Dinner,,"[('Salmon', 1), ('Fish&Chips', 8), ('Pasta', 2)]",376.0,-37.8184925,144.9670821,0,,14.6191719
ORDA09336,2018-02-21,09:41:24,Breakfast,BK,"[('Eggs', 2), ('Cereal', 10), ('Pancake', 3), ('Coffee', 3)]",349.25,-37.815112,144.9496323,0,9.442,14.5827699
ORDA06685,2018-06-22,13:44:47,Lunch,BK,"[('Chicken', 2), ('Burger', 9), ('Salad', 6), ('Steak', 6), ('Fries', 1)]",728.2,-37.8049638,144.9919313,0,5.303,11.3832633
ORDZ00414,2018-11-10,18:18:35,Dinner,NS,"[('Fish&Chips', 2), ('Shrimp', 5), ('Salmon', 2), ('Pasta', 3)]",504.5,-37.8205224,144.9828687,0,9.115,17.6935209
ORDK09426,2018-06-18,13:34:38,Lunch,BK,"[('Steak', 7), ('Burger', 6), ('Salad', 4), ('Chicken', 5)]",729.8,-37.8227308,145.0153099,0,4.785,10.3172391
ORDJ07530,2018-08-10,15:16:03,Lunch,TP,"[('Chicken', 10), ('Burger', 4)]",444.0,-37.8177898,144.952388,0,9.932,12.7865754
ORDY01799,2018-03-31,10:52:23,Breakfast,TP,"[('Coffee', 9), ('Eggs', 10), ('Cereal', 4), ('Pancake', 7)]",541.25,-37.8187308,144.9714369,0,7.932,12.2037188
ORDZ05284,2018-05-15,12:23:39,Lunch,NS,"[('Burger', 10), ('Chicken', 9)]",598.0,-37.8187613,144.9625288,0,8.72,13.8374987
ORDC02187,2018-06-20,13:34:38,Lunch,NS,"[('Burger', 9), ('Steak', 5)]",504.0,-37.808915,145.0102942,0,10.167,15.944295
ORDC01737,2018-04-17,11:32:57,Breakfast,NS,"[('Coffee', 8), ('Pancake', 1), ('Eggs', 9), ('Cereal', 1)]",303.25,-37.8138026,144.9485405,0,9.892,14.753195
ORDI08840,2018-04-13,11:22:49,Breakfast,NS,"[('Pancake', 3), ('Coffee', 2), ('Eggs', 4), ('Cereal', 8)]",343.75,-37.8146452,144.9670498,0,7.945,13.1759348
ORDA09774,2018-06-22,13:44:47,Lunch,BK,"[('Burger', 6), ('Salad', 1), ('Steak', 8), ('Chicken', 8)]",819.2,-37.8107736,145.0155213,0,4.417,10.3239555
